[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0716912 ,  0.75626415, -0.8170487 ], dtype=float32), array([0.59545773, 0.33447808, 0.07006421], dtype=float32), 85.25394, array(85., dtype=float32), 0.25393677]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2548083,  0.5924307, -1.0226398], dtype=float32), array([0.5540509 , 0.3727457 , 0.07320338], dtype=float32), 84.80847, array(85., dtype=float32), 0.19152832]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0773461,  0.7592387, -0.834883 ], dtype=float32), array([0.59694356, 0.33422816, 0.06882827], dtype=float32), 85.28115, array(85., dtype=float32), 0.28115082]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2598441,  0.5938201, -1.0362816], dtype=float32), array([0.5555289 , 0.37261462, 0.07185651], dtype=float32), 84.83672, array(85., dtype=float32), 0.16327667]
[None, array([90., 80., 70.], dtype=float32), array([ 1.082904  ,  0.7615479 , -0.85132486], dtype=float32), array([0.59847033, 0.33389205, 0.06763763], dtype=float32), 85.308334, array(85., dtype=float32), 0.30833435]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2650123,  0.5950332, -1.0501299], dtype=float32), array([0.5570786 , 0.3723324 , 0.07058904], dtype=float32), 84.86489, array(85., dtype=float32), 0.13510895]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0884516,  0.7633365, -0.8669637], dtype=float32), array([0.6000513 , 0.3334694 , 0.06647936], dtype=float32), 85.335724, array(85., dtype=float32), 0.33572388]
[None, array([90., 80., 70.], dtype=float32), array([ 1.170681  ,  0.66246545, -0.91963625], dtype=float32), array([0.5140571 , 0.4030453 , 0.08289756], dtype=float32), 84.311584, array(85., dtype=float32), 0.6884155]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2521852 ,  0.56207573, -0.9719755 ], dtype=float32), array([0.5575301 , 0.36431977, 0.07815012], dtype=float32), 84.79379, array(85., dtype=float32), 0.20620728]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0736616 ,  0.7263998 , -0.77830875], dtype=float32), array([0.60009193, 0.32672012, 0.07318804], dtype=float32), 85.26904, array(85., dtype=float32), 0.26904297]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2574208 ,  0.56350744, -0.98536754], dtype=float32), array([0.5590867 , 0.3643679 , 0.07654539], dtype=float32), 84.82542, array(85., dtype=float32), 0.17458344]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0797715,  0.7295531, -0.7968428], dtype=float32), array([0.6017209 , 0.3264156 , 0.07186343], dtype=float32), 85.29857, array(85., dtype=float32), 0.29856873]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2628026,  0.5647995, -0.9991214], dtype=float32), array([0.56070304, 0.36420602, 0.07509102], dtype=float32), 84.856125, array(85., dtype=float32), 0.14387512]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0857543 ,  0.7319438 , -0.81376696], dtype=float32), array([0.6033897 , 0.32601926, 0.07059108], dtype=float32), 85.32799, array(85., dtype=float32), 0.32798767]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2683285,  0.5659097, -1.0131061], dtype=float32), array([0.5623946 , 0.3638753 , 0.07373019], dtype=float32), 84.88665, array(85., dtype=float32), 0.113349915]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0917118 ,  0.73374254, -0.82976884], dtype=float32), array([0.60511357, 0.32553098, 0.06935547], dtype=float32), 85.35758, array(85., dtype=float32), 0.3575821]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2739979,  0.5668021, -1.0272653], dtype=float32), array([0.5641686 , 0.36340052, 0.07243094], dtype=float32), 84.91738, array(85., dtype=float32), 0.08261871]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0977087 ,  0.73505765, -0.8452448 ], dtype=float32), array([0.6069036 , 0.32494912, 0.06814717], dtype=float32), 85.38756, array(85., dtype=float32), 0.38755798]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1797607 ,  0.6336185 , -0.89806396], dtype=float32), array([0.5211944 , 0.39371383, 0.08509172], dtype=float32), 84.36102, array(85., dtype=float32), 0.63897705]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2609235 ,  0.53294563, -0.95051134], dtype=float32), array([0.56462014, 0.3552609 , 0.08011901], dtype=float32), 84.84501, array(85., dtype=float32), 0.15499115]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0826008,  0.6969508, -0.7577194], dtype=float32), array([0.6069169 , 0.31813973, 0.0749433 ], dtype=float32), 85.31973, array(85., dtype=float32), 0.31973267]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2666781,  0.5340006, -0.9642257], dtype=float32), array([0.5664117 , 0.35513434, 0.07845402], dtype=float32), 84.879585, array(85., dtype=float32), 0.120414734]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0892284 ,  0.69972825, -0.776357  ], dtype=float32), array([0.60877424, 0.31766912, 0.07355658], dtype=float32), 85.35217, array(85., dtype=float32), 0.35217285]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2725924 ,  0.5348913 , -0.97828907], dtype=float32), array([0.5682719 , 0.3547903 , 0.07693788], dtype=float32), 84.913345, array(85., dtype=float32), 0.08665466]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0957481 ,  0.7017139 , -0.79347104], dtype=float32), array([0.61067843, 0.3170996 , 0.07222197], dtype=float32), 85.38457, array(85., dtype=float32), 0.38456726]
[None, array([90., 80., 70.], dtype=float32), array([ 1.278666  ,  0.53557444, -0.99258316], dtype=float32), array([0.5702162 , 0.3542692 , 0.07551464], dtype=float32), 84.94702, array(85., dtype=float32), 0.052978516]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1022623 ,  0.70307904, -0.80971634], dtype=float32), array([0.6126453 , 0.31643063, 0.07092409], dtype=float32), 85.41721, array(85., dtype=float32), 0.41721344]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2849   ,  0.5360141, -1.0070575], dtype=float32), array([0.57225186, 0.3535955 , 0.0741527 ], dtype=float32), 84.980995, array(85., dtype=float32), 0.019004822]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1088353,  0.703932 , -0.8254729], dtype=float32), array([0.6146861 , 0.31566045, 0.06965342], dtype=float32), 85.450325, array(85., dtype=float32), 0.450325]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1907699 ,  0.60206425, -0.8786396 ], dtype=float32), array([0.52933687, 0.38346928, 0.08719386], dtype=float32), 84.42143, array(85., dtype=float32), 0.5785675]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2716184 ,  0.50124997, -0.9313403 ], dtype=float32), array([0.5726867 , 0.34536505, 0.08194825], dtype=float32), 84.90738, array(85., dtype=float32), 0.09262085]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0934985 ,  0.66477007, -0.73907936], dtype=float32), array([0.6146641 , 0.30880645, 0.07652941], dtype=float32), 85.38134, array(85., dtype=float32), 0.38134003]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2779614 ,  0.5018195 , -0.94540375], dtype=float32), array([0.57475185, 0.34503952, 0.0802087 ], dtype=float32), 84.945435, array(85., dtype=float32), 0.05456543]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1007353,  0.6671063, -0.7580069], dtype=float32), array([0.61678576, 0.30814087, 0.07507335], dtype=float32), 85.41712, array(85., dtype=float32), 0.4171219]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2844808,  0.5022003, -0.9598158], dtype=float32), array([0.5768939 , 0.34448558, 0.07862053], dtype=float32), 84.98273, array(85., dtype=float32), 0.01727295]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1078794 ,  0.66860604, -0.7754426 ], dtype=float32), array([0.61896104, 0.30736864, 0.07367034], dtype=float32), 85.4529, array(85., dtype=float32), 0.45290375]
[None, array([90., 80., 70.], dtype=float32), array([ 1.029987 ,  0.77556  , -0.7365186], dtype=float32), array([0.57912916, 0.34374395, 0.07712688], dtype=float32), 85.02002, array(85., dtype=float32), 0.020019531]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2138662 ,  0.60985005, -0.93697983], dtype=float32), array([0.53611183, 0.38370207, 0.08018606], dtype=float32), 84.55925, array(85., dtype=float32), 0.44075012]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0344138 ,  0.78001   , -0.75151443], dtype=float32), array([0.57969016, 0.344421  , 0.07588877], dtype=float32), 85.03801, array(85., dtype=float32), 0.038009644]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2173078,  0.6141186, -0.9496726], dtype=float32), array([0.53685534, 0.3842755 , 0.07886921], dtype=float32), 84.579865, array(85., dtype=float32), 0.4201355]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0386516 ,  0.78416014, -0.76580226], dtype=float32), array([0.5803187 , 0.34499672, 0.07468461], dtype=float32), 85.05634, array(85., dtype=float32), 0.05634308]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2209022,  0.6180897, -0.9625063], dtype=float32), array([0.5376137 , 0.38478056, 0.0776058 ], dtype=float32), 84.60008, array(85., dtype=float32), 0.3999176]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0427926,  0.788048 , -0.7796721], dtype=float32), array([0.5810087 , 0.34548408, 0.07350723], dtype=float32), 85.07501, array(85., dtype=float32), 0.07501221]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2246177 ,  0.6217927 , -0.97545177], dtype=float32), array([0.53840035, 0.38521826, 0.07638139], dtype=float32), 84.620186, array(85., dtype=float32), 0.37981415]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0468963,  0.791695 , -0.7933016], dtype=float32), array([0.581757  , 0.3458909 , 0.07235206], dtype=float32), 85.09405, array(85., dtype=float32), 0.09404755]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2284371 ,  0.62524724, -0.9884925 ], dtype=float32), array([0.5392245 , 0.38558856, 0.07518693], dtype=float32), 84.64037, array(85., dtype=float32), 0.35962677]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0510023,  0.7951125, -0.8068023], dtype=float32), array([0.58256215, 0.34622177, 0.07121606], dtype=float32), 85.11346, array(85., dtype=float32), 0.113456726]
[None, array([90., 80., 70.], dtype=float32), array([ 1.23235  ,  0.6284655, -1.0016193], dtype=float32), array([0.5400928 , 0.38589048, 0.07401674], dtype=float32), 84.66077, array(85., dtype=float32), 0.3392334]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0551369 ,  0.79830694, -0.8202457 ], dtype=float32), array([0.5834236 , 0.34647924, 0.07009719], dtype=float32), 85.13327, array(85., dtype=float32), 0.13327026]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2363518,  0.6314553, -1.0148274], dtype=float32), array([0.5410101 , 0.38612276, 0.0728671 ], dtype=float32), 84.68143, array(85., dtype=float32), 0.318573]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0593181,  0.8012802, -0.8336787], dtype=float32), array([0.5843415 , 0.34666443, 0.06899402], dtype=float32), 85.15347, array(85., dtype=float32), 0.1534729]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2404395 ,  0.63421935, -1.0281149 ], dtype=float32), array([0.5419802 , 0.38628426, 0.07173557], dtype=float32), 84.702446, array(85., dtype=float32), 0.29755402]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0635599 ,  0.80403346, -0.84713227], dtype=float32), array([0.5853169 , 0.34677768, 0.06790551], dtype=float32), 85.17412, array(85., dtype=float32), 0.17411804]
[None, array([90., 80., 70.], dtype=float32), array([ 1.244615 ,  0.6367615, -1.0414808], dtype=float32), array([0.54300636, 0.38637334, 0.07062034], dtype=float32), 84.72386, array(85., dtype=float32), 0.2761383]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0678728,  0.8065665, -0.8606272], dtype=float32), array([0.58635056, 0.34681863, 0.06683083], dtype=float32), 85.195206, array(85., dtype=float32), 0.19520569]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2488785,  0.6390806, -1.054926 ], dtype=float32), array([0.5440913 , 0.38638854, 0.06952028], dtype=float32), 84.74572, array(85., dtype=float32), 0.2542801]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0722642,  0.8088769, -0.8741783], dtype=float32), array([0.587444  , 0.3467866 , 0.06576937], dtype=float32), 85.21674, array(85., dtype=float32), 0.21674347]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2532339 ,  0.64117754, -1.0684514 ], dtype=float32), array([0.54523736, 0.38632822, 0.0684344 ], dtype=float32), 84.76802, array(85., dtype=float32), 0.23197937]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0767423,  0.8109644, -0.8877954], dtype=float32), array([0.5885987 , 0.34668076, 0.06472061], dtype=float32), 85.238785, array(85., dtype=float32), 0.23878479]
[None, array([90., 80., 70.], dtype=float32), array([ 1.257684  ,  0.64305043, -1.0820588 ], dtype=float32), array([0.546447  , 0.3861909 , 0.06736206], dtype=float32), 84.79085, array(85., dtype=float32), 0.20915222]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0813125 ,  0.81282544, -0.9014867 ], dtype=float32), array([0.5898162 , 0.3464997 , 0.06368405], dtype=float32), 85.26132, array(85., dtype=float32), 0.26132202]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2622329,  0.6446972, -1.0957503], dtype=float32), array([0.5477226 , 0.38597488, 0.06630263], dtype=float32), 84.8142, array(85., dtype=float32), 0.18579865]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0859809 ,  0.81445754, -0.915258  ], dtype=float32), array([0.5910984 , 0.34624216, 0.06265934], dtype=float32), 85.284386, array(85., dtype=float32), 0.28438568]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1684458,  0.7138329, -0.9668303], dtype=float32), array([0.5048398 , 0.41755223, 0.07760795], dtype=float32), 84.272316, array(85., dtype=float32), 0.727684]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2504467 ,  0.61352986, -1.0183352 ], dtype=float32), array([0.5484557, 0.3781377, 0.0734066], dtype=float32), 84.75049, array(85., dtype=float32), 0.24951172]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0721569,  0.7791642, -0.8258332], dtype=float32), array([0.5914222 , 0.3396456 , 0.06893215], dtype=float32), 85.22489, array(85., dtype=float32), 0.22489166]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2550408,  0.6152741, -1.0314921], dtype=float32), array([0.5497346 , 0.3782896 , 0.07197582], dtype=float32), 84.77759, array(85., dtype=float32), 0.22241211]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0774935 ,  0.782325  , -0.84351534], dtype=float32), array([0.5927708 , 0.3394953 , 0.06773389], dtype=float32), 85.25037, array(85., dtype=float32), 0.2503662]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2597619 ,  0.61689407, -1.0449604 ], dtype=float32), array([0.5510688 , 0.37826285, 0.07066838], dtype=float32), 84.80401, array(85., dtype=float32), 0.19599152]
[None, array([90., 80., 70.], dtype=float32), array([ 1.082727  ,  0.78484684, -0.859792  ], dtype=float32), array([0.59415644, 0.3392634 , 0.06658016], dtype=float32), 85.275764, array(85., dtype=float32), 0.27576447]
[None, array([90., 80., 70.], dtype=float32), array([ 1.264607 ,  0.618352 , -1.0586311], dtype=float32), array([0.5524694, 0.3780916, 0.069439 ], dtype=float32), 84.83031, array(85., dtype=float32), 0.169693]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0879406 ,  0.7868698 , -0.87525535], dtype=float32), array([0.5955918 , 0.33894977, 0.06545839], dtype=float32), 85.30132, array(85., dtype=float32), 0.30132294]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2695735,  0.6196164, -1.072456 ], dtype=float32), array([0.5539418 , 0.37779632, 0.06826192], dtype=float32), 84.8568, array(85., dtype=float32), 0.14320374]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0931885 ,  0.7884831 , -0.89025104], dtype=float32), array([0.59708613, 0.3385531 , 0.06436083], dtype=float32), 85.327255, array(85., dtype=float32), 0.32725525]
[None, array([90., 80., 70.], dtype=float32), array([ 1.1756088 ,  0.68778366, -0.9425323 ], dtype=float32), array([0.51100534, 0.4089293 , 0.0800654 ], dtype=float32), 84.3094, array(85., dtype=float32), 0.69059753]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2573895 ,  0.58752584, -0.99457145], dtype=float32), array([0.5545687 , 0.36986923, 0.07556204], dtype=float32), 84.79006, array(85., dtype=float32), 0.20993805]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0790442 ,  0.75239694, -0.8013385 ], dtype=float32), array([0.59730285, 0.33187214, 0.07082506], dtype=float32), 85.26478, array(85., dtype=float32), 0.26477814]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2624251,  0.5889494, -1.0079156], dtype=float32), array([0.55605125, 0.3699107 , 0.07403805], dtype=float32), 84.82013, array(85., dtype=float32), 0.1798706]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0848958 ,  0.75540924, -0.8196058 ], dtype=float32), array([0.59885585, 0.3315843 , 0.06955981], dtype=float32), 85.29295, array(85., dtype=float32), 0.2929535]
[None, array([90., 80., 70.], dtype=float32), array([ 1.2676013 ,  0.59023774, -1.0216041 ], dtype=float32), array([0.5575932 , 0.3697542 , 0.07265253], dtype=float32), 84.8494, array(85., dtype=float32), 0.15059662]
